,Date,ADBE,AMD,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CHTR,CHKP,CTAS,CSCO,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DLTR,EBAY,EA,EXC,EXPE,FAST,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,KLAC,LRCX,LBTYA,LBTYK,LULU,MAR,MELI,MCHP,MU,MSFT,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PEP,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,NDX
1008,1/3/17,103.4800034,11.43000031,96.95999908,40.40050125,39.30699921,37.68349838,122.2487335,63.23716354,93.34999847,27.02370262,29.41978264,102.7984314,76.18000031,89.31976318,168.3000031,291.7099915,85.83999634,1477.569946,141.5483246,25.34000015,285.769989,84.56999969,108.2368927,24.3996563,51.73929214,29.5566597,6.965000153,137.4548035,10.89710808,14.5625,77.44999695,27.48594475,77.74827576,19.78157806,108.642746,19.35537148,57.07579422,117.5999985,131.1300049,102.3199997,30.2799511,108.53228,71.30999756,69.73330688,96.40888977,30.64999962,29.79999924,66.84999847,77.73694611,160.6457214,28.51519585,22.16836739,57.13872528,38.47128296,22.77000046,39.19711304,127.4899979,25.13606453,89.91741943,280.8200073,33.06594467,49.5877037,85.53385162,53.28156281,379.7000122,61.27462006,53.0,3.956298828,66.47827148,52.5,48.07197952,59.36999893,58.06652069,49.22000122,14.4659996,60.89181519,40.49000168,256.6799927,77.30999756,78.7179184,74.88999939,63.34335709,68.37999725,62.20684814,33.06259918,4911.33
1009,1/4/17,104.1399994,11.43000031,97.76999664,40.38850021,39.34500122,37.85900116,123.9843521,63.10632706,94.44000244,26.99346161,29.69610786,102.3051682,77.51999664,89.45787048,171.9600067,294.0499878,86.87000275,1487.290039,140.5402985,25.56999969,291.5499878,84.91999817,109.1580734,24.25461388,52.47162247,29.90765953,7.057499886,137.4806061,11.12179089,15.18000031,79.44999695,27.41225815,79.18206024,19.95022392,109.8988571,19.44606018,58.78436661,115.9499969,135.1799927,102.8399963,30.12275505,108.749855,69.94333649,69.48741913,96.46279907,31.35000038,30.31999969,69.41000366,77.58615875,165.4345703,28.50180244,21.98158646,56.88307571,38.42840195,23.01000023,39.29413223,129.4100037,25.72251892,90.50666809,282.1099854,33.52154541,49.77448273,85.69730377,53.33858109,383.1099854,62.15251541,55.20999908,4.036494255,66.3367157,54.84000015,48.62782288,59.56999969,58.56434631,50.13999939,15.13266659,60.81733704,41.34000015,260.9200134,78.95999908,79.33744812,77.05000305,63.35861206,71.36000061,63.20136642,33.20911789,4937.2
1010,1/5/17,105.9100037,11.23999977,94.81999969,40.65100098,39.70100021,39.02249908,124.0736237,62.19932938,94.70999908,27.13072777,29.56715584,103.5337143,76.93000031,88.92280579,177.4700012,293.5700073,86.29000092,1503.699951,138.3258972,25.65999985,296.1700134,86.66000366,108.1996689,24.3110218,52.26108551,30.0275116,7.050000191,140.1913452,11.23109531,15.66499996,78.05999756,27.64253998,77.54205322,19.95584869,110.8167572,19.2193222,58.49962234,115.9599991,134.5599976,104.8099976,30.07312012,109.4213715,70.32333374,68.86395264,96.24711609,32.31999969,31.10000038,68.73000336,77.0585022,170.8818665,27.95249176,21.73581505,56.88307571,38.59996033,23.09499931,41.18247604,131.8099976,25.06953812,90.59874725,282.8099976,32.974823,49.41715622,85.58289337,53.40377045,380.9200134,61.34933853,54.86999893,4.134510517,65.9651947,54.56000137,49.03601837,59.79000092,57.3596077,49.36000061,15.11666679,60.34562302,42.79999924,264.1400146,79.80000305,79.04706573,79.05999756,63.39680099,72.27999878,63.21032333,33.20911789,4964.95
1011,1/6/17,108.3000031,11.31999969,94.08000183,41.26050186,40.30749893,39.79949951,127.1555862,62.44352722,93.94999695,27.43319321,29.5118885,103.4220428,79.30000305,88.98319244,176.3800049,295.0,86.84999847,1520.569946,140.1593628,25.64999962,298.1600037,87.23999786,108.5904846,24.35936928,52.9751091,30.0788784,7.085000038,140.122467,11.39201736,15.80749989,77.08999634,28.60049248,77.59116364,20.28187943,112.5173187,19.17397499,58.09939957,118.3600006,141.4900055,108.3099976,30.18066978,110.8537598,70.67888641,69.48741913,96.71448517,33.34000015,32.09999847,68.26999664,77.54849243,171.7598419,28.43927383,21.66700172,57.37612534,38.65142822,22.80999947,40.77821732,131.0700073,25.40465355,90.42382813,281.7799988,33.34942245,49.75824356,85.46028137,53.3874588,358.6799927,60.99443817,57.54999924,4.063225746,66.31017303,56.16999817,49.61792755,60.0,56.52325821,49.95000076,15.26733303,61.36354065,42.5,263.2999878,80.84999847,79.7440033,79.38999939,63.45024109,73.84999847,63.05800629,33.3067894,5007.08
1012,1/9/17,108.5699997,11.48999977,94.79000092,41.35900116,40.33250046,39.84600067,128.826355,62.74005127,94.29000092,27.6844635,30.19350433,104.697113,79.58999634,88.43088531,177.1600037,299.019989,91.02999878,1529.640015,140.4609375,25.71999931,296.2600098,87.19999695,107.455246,24.31907463,51.79421616,30.31858063,7.066249847,138.5218658,11.23109531,15.62250042,77.13999939,28.32415962,77.22780609,19.82655716,113.338623,19.03380585,58.36875534,119.0199966,141.5399933,118.5299988,30.28822899,110.5217514,71.2555542,69.89135742,97.84701538,33.79000092,32.70000076,68.19000244,77.50137329,173.7052917,28.76975632,21.9619236,57.19350815,38.33405304,22.20000076,42.20480728,130.9499969,26.43463516,90.33174133,279.3999939,32.93939209,49.5552063,84.56121826,53.48522568,355.0599976,61.12518692,58.81000137,4.09886837,66.92057037,55.68999863,50.54722214,60.08000183,56.4236908,50.45999908,15.41866684,61.52077484,43.24000168,260.7900085,81.81999969,79.11482239,82.86000061,63.03028488,74.76000214,64.38404083,32.80213928,5024.9
1013,1/10/17,108.2600021,11.43999958,96.12999725,41.30049896,40.23949814,39.79499817,128.7614746,63.09759903,94.19000244,27.71238518,30.51588631,104.8460312,79.98000336,88.19788361,180.3099976,297.7900085,90.40000153,1535.25,143.3182831,25.77000046,298.2000122,88.20999908,106.8039017,24.48023796,51.86745834,30.35710526,7.088749886,139.1156006,11.36165524,16.76000023,77.95999908,27.86359978,77.43403625,19.70850182,113.6478119,19.17397499,57.72997665,120.7099991,165.0399933,119.3000031,30.23031616,110.1423035,73.57778168,69.66305542,97.49647522,34.00999832,32.70999908,69.90000153,77.19985199,177.3767395,28.96179008,22.09955215,57.17523956,37.88800049,21.75,43.11754608,129.8899994,26.23504829,90.81052399,281.2999878,33.53672791,49.38467407,83.34338379,53.46892548,373.0,62.35796738,59.00999832,4.125600338,68.3890152,56.18000031,50.26931,60.68999863,58.48469543,50.81000137,15.32466698,61.73592758,43.70999908,262.5,79.25,79.62787628,82.93000031,63.12191391,74.34999847,63.47014999,32.79400635,5035.17
1014,1/11/17,108.9899979,11.19999981,96.0,41.49300003,40.39550018,39.95100021,127.0257721,63.33309937,93.69999695,27.86128426,30.82905388,105.6185379,80.87000275,89.06087494,179.3200073,287.1099854,86.06999969,1536.109985,142.4055176,26.11000061,299.5400085,88.48999786,107.306366,24.29490852,52.18785095,30.69525909,7.163750172,139.0123749,11.54990005,17.25749969,77.80999756,28.0109787,77.60096741,19.89400864,113.2419891,19.55325127,56.7756424,121.1200027,162.3500061,115.2900009,30.56951714,110.3984375,75.35111237,70.48851013,97.96387482,34.90999985,33.36999893,69.40000153,78.05731201,176.3391571,29.68974876,22.40430641,57.69569016,38.66000366,21.99500084,42.98997498,130.5,25.91225433,90.67242432,281.3299866,33.81513977,49.66079712,83.21263123,53.85184097,364.4700012,62.15251541,55.79999924,4.089957237,69.36206818,57.68000031,50.46037674,60.90999985,57.21025848,51.11000061,15.31533337,62.23244858,43.97000122,262.1499939,80.90000153,80.10218048,81.93000031,64.46572876,81.69999695,64.01668549,33.11959076,5050.21
1015,1/12/17,108.5899963,10.76000023,95.55000305,41.47650146,40.31800079,40.68199921,126.0039673,62.98421097,93.88999939,27.74495125,30.68168068,106.8191681,80.65000153,89.57868958,177.5700073,287.769989,86.16000366,1538.589966,141.9610291,25.94000053,297.1900024,89.19000244,106.4503021,24.2062645,52.16953278,30.57113266,7.105000019,139.2962952,11.65313435,16.90250015,77.52999878,27.95571518,78.17054749,19.92211151,114.0246353,19.78823853,56.46009445,120.6399994,162.8399963,117.5500031,30.37094879,111.0245056,73.87555695,70.33922577,97.2268219,34.91999817,33.40000153,68.62000275,77.16215515,172.7874451,29.68974876,21.93243408,57.16612244,38.50560379,21.55500031,42.30001831,129.1799927,25.48843384,90.50666809,281.5799866,33.57722092,49.81508636,83.23713684,53.86815643,364.4400024,62.18985748,58.86000061,4.081045628,67.89363861,56.33000183,50.39957047,60.88000107,56.90160751,50.86999893,15.30599976,61.94281387,43.36000061,260.9500122,81.0,79.68592072,82.38999939,64.07635498,80.12000275,63.38951874,33.24981689,5041.43
1016,1/13/17,108.5299988,10.57999992,96.01000214,41.54700089,40.39400101,40.85699844,126.6202698,63.37668228,94.02999878,27.69610214,31.123806,107.3124619,81.31999969,89.55278015,176.4799957,284.75,86.91999817,1545.819946,143.2230072,26.06999969,298.4299927,90.70999908,106.5991669,24.23044014,51.73929214,31.14899063,7.175000191,139.287735,11.78065681,21.28249931,77.12999725,27.90044785,78.90708923,19.92211151,114.7976151,19.80884743,56.23690033,120.8000031,162.5700073,117.75,30.43714142,111.0814209,73.85666656,71.51593781,99.35706329,34.97999954,33.59000015,67.91999817,77.86885071,176.0398407,29.62722778,21.80462837,57.2482872,38.2568512,22.25499916,42.70429993,133.6999969,25.48597145,90.58033752,279.1499939,34.17962265,49.92067337,83.00012207,54.48731232,368.1600037,62.50740433,59.11999893,4.107778072,69.29130554,56.41999817,50.24324417,61.34000015,56.94142914,51.61000061,15.85000038,62.06694412,43.52999878,261.3999939,80.80000305,79.98602295,83.16999817,63.99998093,80.88999939,63.61351395,33.08702469,5059.51
1017,1/17/17,108.0,9.819999695,95.33999634,41.3730011,40.23049927,40.48600006,125.5497437,63.03655624,93.5,27.91945267,30.67247009,107.8802032,78.62000275,88.94867706,176.9600067,283.0100098,85.20999908,1540.130005,142.1594543,25.79999924,306.1400146,90.38999939,105.7710342,24.16597557,51.79421616,31.05910683,7.068749905,140.9658051,11.5650816,21.37249947,79.51000214,27.90044785,78.78925323,20.16945457,114.5754013,19.89542007,55.34412766,120.0100021,160.4700012,113.6399994,30.4454174,110.1233444,73.74888611,70.25141907,98.06274414,34.68999863,33.36999893,68.77999878,77.62385559,177.6361389,29.00645447,21.37207985,57.09307098,38.51418304,21.96999931,43.67451477,132.8899994,24.91430664,89.88058472,278.7600098,33.87588882,49.41715622,83.52319336,52.29577255,363.2399902,62.68482971,57.72000122,4.072135448,68.01746368,53.29999924,50.3735199,60.74000168,56.8020401,51.40000153,15.70533276,61.64488983,44.16999817,263.0599976,80.30999756,78.94058228,81.55000305,64.30542755,80.98999786,64.16901398,33.53469086,5044.65
