,Date,ADBE,AMD,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CHTR,CHKP,CTAS,CSCO,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DLTR,EBAY,EA,EXC,EXPE,FAST,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,KLAC,LRCX,LBTYA,LBTYK,LULU,MAR,MELI,MCHP,MU,MSFT,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PEP,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,NDX
756,1/4/16,91.97000122,2.769999981,64.26999664,37.97200012,37.09199905,31.84950066,125.1224365,46.18130493,90.09999847,23.97747803,16.73587227,80.29759216,60.31000137,69.13176727,184.0299988,294.6199951,104.9199982,1245.369995,111.2276001,20.53000069,177.5299988,79.48000336,81.1076889,20.55021858,53.21311569,23.42053795,4.708749771,135.732605,7.630258083,19.62249947,78.80999756,24.34495926,64.91298676,15.13995934,115.6829987,16.08718872,73.72541046,71.12000275,181.2799988,103.3199997,27.22255135,88.22586823,60.82110977,58.51803207,68.80625916,41.75,40.22999954,55.86000061,60.60232544,109.2310944,19.98019028,14.0874815,48.69889069,36.92609787,24.05666733,30.43504906,109.9599991,7.90027523,77.74552917,246.1100006,23.25723267,40.5029335,78.41970825,39.42296219,516.5499878,50.31827164,41.91999817,3.511178255,67.81404877,57.65000153,49.85332108,44.91999817,38.78070831,34.16999817,14.89400005,43.79240799,45.22999954,181.8099976,83.94999695,72.89057159,122.8899994,62.2554512,77.76000214,52.12535477,28.11579514,4497.86
757,1/5/16,92.33999634,2.75,64.94999695,38.07649994,37.12900162,31.68950081,124.9880829,45.84198761,89.41999817,23.37661552,16.75399208,79.48818207,60.38999939,69.30023956,187.3699951,296.7000122,103.4499969,1210.689941,107.5064697,20.54000092,175.1699982,79.08000183,81.23631287,20.45684433,53.21311569,23.42474365,4.71750021,136.0643616,7.553333282,20.19000053,79.98000336,24.05941582,63.77383804,15.24281025,114.8498306,15.91106415,74.66570282,71.83000183,178.0200043,103.8000031,27.09440231,89.69347382,61.32888794,58.56062698,69.17804718,41.56000137,39.79999924,55.59000015,60.79695511,108.9628677,19.83244705,14.56919098,48.9210434,37.22966003,24.34499931,30.74273682,107.6600037,8.02718544,75.85804749,247.9600067,23.26216316,40.47148895,78.95960236,38.6521225,508.980011,50.65144348,42.54000092,3.475622416,63.77635193,57.20000076,50.18704605,44.97000122,40.0451889,34.75,14.89533329,43.33304977,47.68999863,182.6699982,81.41000366,72.62921143,123.4499969,60.62130737,77.23999786,51.90097427,28.39932251,4484.18
758,1/6/16,91.01999664,2.50999999,64.87000275,37.96649933,37.18099976,31.63249969,123.8422623,43.8909111,88.29000092,22.91913986,16.06535149,77.82337189,59.54000092,68.44944763,185.6100006,293.6799927,100.4400024,1196.709961,104.1996765,20.20000076,174.3099976,77.77999878,80.86884308,20.2389698,52.29769897,23.24374771,4.631249905,134.8052521,7.210133553,19.84749985,80.51999664,24.32653809,62.53645325,15.25904655,113.9975433,15.95509243,75.44798279,71.31999969,177.5599976,102.2600021,26.49373245,90.01134491,61.4711113,56.7204895,65.11500549,40.77999878,39.04999924,54.90999985,58.97092056,106.6282272,19.52392578,13.97934341,48.03238678,37.09472656,24.38333321,30.70913887,117.6800003,7.69526577,73.97976685,241.0700073,23.26710129,39.89793396,78.98340607,38.25883102,519.4799805,49.8740387,40.33000183,3.457844734,60.1737709,55.18999863,49.74207306,44.31000137,39.87592697,34.00999832,14.60266685,43.0510025,47.88999939,183.2100067,81.01999664,72.25167084,122.2300034,59.69177628,74.40000153,50.74454117,28.69859123,4443.99
759,1/7/16,89.11000061,2.279999971,63.5,37.04999924,36.31949997,30.39699936,120.8868484,42.77114868,87.23000336,21.95184898,15.59416676,75.87342072,55.97999954,66.36044312,174.3699951,284.0100098,97.08999634,1167.189941,100.8850555,19.75,173.6300049,77.51000214,79.81237793,19.77209282,51.8491478,22.98697853,4.457499981,131.7168884,6.988237858,20.44750023,78.44999695,23.66333389,61.33835602,15.06959629,109.9467087,15.63086987,72.40150452,69.80999756,167.7200012,95.76000214,25.50061417,88.55786896,59.65555573,56.17526627,63.47738647,39.20000076,37.75,54.79000092,57.30246353,102.2570114,18.53751755,13.42882156,46.36170197,35.07093811,24.20000076,29.24149323,114.5599976,7.390188217,69.97465515,240.1699982,22.56188011,38.05154037,77.46694183,36.29239273,501.9599915,49.75373077,37.88999939,3.413398027,58.44208908,52.97999954,48.50984955,43.27999878,40.33392715,32.41999817,14.37666702,41.66483688,45.25,182.9799957,80.55000305,70.70288849,114.9599991,60.84618759,71.75,49.90744019,28.80885506,4305.72
760,1/8/16,87.84999847,2.140000105,64.52999878,36.54550171,35.7234993,30.35250092,119.0931091,42.39789963,85.40000153,22.06792259,15.21360588,73.84067535,55.06000137,65.81291962,171.3399963,280.5899963,95.75,1136.959961,100.2205276,19.23999977,174.8899994,76.70999908,77.7454071,19.28187752,51.0435791,23.01222992,4.386250019,129.4113617,6.946816444,19.89999962,77.79000092,23.71860504,61.99633789,15.05876446,106.6907272,15.53080082,72.55194092,69.09999847,165.1699982,94.77999878,25.2363224,87.3388443,59.61555481,55.57891846,62.38861465,38.20000076,36.90999985,53.90999985,58.07180405,100.4290237,18.04648209,13.10440636,46.50388336,34.56497955,24.04166794,28.9037571,111.3899994,7.231546879,69.21965027,234.6600037,22.30544281,37.36798096,77.18110657,36.08789063,491.6799927,48.21744919,37.36000061,3.386731625,58.20714569,52.00999832,48.4585228,42.34999847,39.70666885,32.34000015,14.0666666,40.58494568,45.02999878,182.1699982,78.15000153,71.02232361,110.7099991,60.75622559,71.06999969,47.80170822,28.49383736,4270.78
761,1/11/16,89.37999725,2.339999914,61.0,36.6534996,35.80149841,30.88699913,116.7066498,43.40737152,85.26999664,22.42525864,15.11393166,75.70783997,55.22999954,66.13300323,170.3699951,278.5400085,93.29000092,1136.280029,100.0954666,19.28000069,175.6300049,76.98999786,78.37010956,19.66315651,51.3731308,23.03327751,4.391250134,131.6318512,6.958652496,19.45499992,77.36000061,24.04099655,63.05693054,15.1886797,106.4896393,15.56682396,72.58955383,68.47000122,165.7100067,92.19000244,25.67681122,88.1452713,59.95333481,55.80894852,62.80462265,35.50999832,34.59999847,54.72999954,58.54453278,98.11426544,18.03345108,12.31794357,46.47722244,35.14683151,24.34000015,28.07797813,114.9700012,7.243752003,71.09791565,237.9400024,22.30544281,37.25798798,77.36373138,36.23733139,480.8200073,48.67091751,36.0,3.395620346,57.4761734,51.34999847,49.47679901,42.09000015,39.50753784,32.77000046,13.85666656,41.26996231,43.61999893,182.0,78.06999969,71.67087555,103.9499969,60.73373413,70.25,45.56653214,28.72222328,4283.55
762,1/12/16,89.81999969,2.390000105,61.77000046,37.26699829,36.30350113,30.89450073,119.1562729,43.81456375,86.41000366,22.75072098,15.17736053,76.02058411,54.79000092,66.94164276,172.9100037,278.6700134,93.11000061,1148.920044,101.5651703,19.13999939,175.3200073,78.75,79.78482819,19.72540665,54.60455322,23.0964241,4.396249771,132.7718353,7.011907101,19.47249985,78.69999695,24.14231873,64.44160461,15.12372398,107.1599884,15.78297424,73.04087067,69.26000214,168.6399994,88.08999634,26.17337227,88.94232178,60.23555756,56.01340103,63.23838425,35.13999939,34.13999939,56.81999969,59.61977005,104.1644516,18.18553925,12.50473022,46.90378571,35.51784515,24.54999924,28.4440136,116.5800018,7.365781307,71.61353302,243.1300049,22.28571701,37.28940964,77.50663757,36.59130478,474.980011,50.3923111,37.93000031,3.368953466,57.98087692,52.29999924,50.88016129,42.02000046,39.88588715,33.61999893,13.99800014,41.52783585,44.59000015,185.6199951,79.29000092,72.14519501,103.6399994,61.33342361,71.90000153,45.18680573,28.61196136,4333.72
763,1/13/16,88.30000305,2.25,58.86000061,35.97850037,35.02799988,29.09049988,114.944458,42.49969482,84.44999695,22.16579628,14.67900085,73.59233093,50.86999893,65.14743805,166.0399933,267.25,84.12000275,1098.900024,96.397789,18.65999985,167.9900055,76.94999695,77.91077423,19.14181709,52.88356781,22.54078865,4.31374979,129.4198303,6.612493992,17.82999992,75.48000336,23.40542603,62.24183655,14.90720463,101.8642349,15.51879406,69.61076355,67.40000153,164.4900055,78.41999817,25.55667496,85.98851013,60.57110977,55.18704605,61.14931488,33.74000168,32.59000015,55.97000122,55.86571884,99.8925705,17.95088959,11.85590076,45.89070892,34.22768784,23.94499969,27.90469742,106.5599976,7.141245365,68.36339569,235.6799927,21.84680557,36.44084549,76.61740112,36.26094055,459.5700073,48.30073166,36.36000061,3.297840834,54.09114075,50.27000046,49.51958084,40.52999878,38.6811409,32.5,13.35400009,40.14975739,42.00999832,179.0899963,76.08999634,69.5896759,96.37000275,59.91666031,71.26000214,43.14149857,28.438694,4183.12
764,1/14/16,89.80000305,2.210000038,59.99000168,36.56949997,35.73600006,29.64999962,121.0291214,42.83901596,84.90000153,22.65058136,15.23172569,76.25052643,52.65000153,66.53733063,172.2299957,280.5700073,84.43000031,1121.380005,97.86746216,19.37999916,172.3099976,77.62999725,78.58140564,19.18850327,55.11717224,23.17218208,4.347499847,130.3216248,6.881727695,18.10000038,75.69999695,23.81992531,63.32208633,15.107481,103.109169,15.71093082,69.97180176,68.09999847,175.1100006,80.98000336,26.22142792,88.44534302,61.75222015,56.78863525,63.68984222,34.79000092,33.45000076,56.63000107,56.30137634,104.1942444,18.26810074,11.816576,47.19703674,34.87699127,23.73666763,28.91436577,107.0599976,6.997247696,68.60279846,235.9900055,22.54215431,37.17941284,76.06957245,37.5430603,479.0799866,48.88378143,37.18000031,3.306729555,56.16218948,50.75999832,50.46941757,41.25,39.21879578,32.68999863,13.74533272,40.31899643,43.34000015,177.8800049,75.65000153,70.034935,101.9100037,61.37091446,70.5,42.50286484,28.91123009,4272.97
765,1/15/16,89.16999817,2.029999971,59.86000061,35.5245018,34.72249985,28.50900078,119.5593338,42.26218414,84.97000122,22.10661888,14.57026196,71.25606537,49.40000153,65.63600922,163.9199982,273.3299866,83.13999939,1086.73999,93.78672791,19.0,165.0800018,75.94999695,77.19422913,18.37925339,53.74405289,22.68390846,4.213749886,127.9479904,6.733798027,17.55999947,75.30000305,23.26726151,64.87371063,14.86389923,98.40714264,15.07849026,69.08419037,67.12000275,171.1499939,76.94999695,23.83474922,85.79158783,61.91666794,54.99111176,60.15789795,33.15999985,32.0,55.70999908,55.19834137,95.76970673,17.60759926,10.89248466,45.31307602,33.9915657,23.52166748,27.40604591,104.0400009,6.616512775,63.20736313,232.1600037,22.3448925,36.69227219,74.57693481,36.04069901,462.9500122,48.39328766,36.02000046,3.226728439,52.79454422,50.47999954,49.63083267,40.95999908,37.6257515,32.58000183,13.66600037,38.70721054,41.45000076,170.4499969,74.25,69.75423431,97.91000366,59.91666031,67.87000275,40.76824951,28.74585724,4141.08
